,HeadLine,Sentiment,Tickers,Sector,Industery,Change,Date,URL
22,Moderna urges court to dismiss patent claims on COVID-19 shot,-1,MRNA,Healthcare,Biotechnology,-5.365448631699666,2022-05-07T09:25:34-04:00,https://seekingalpha.com/news/3834716-moderna-urges-court-to-dismiss-patent-claims-on-covid-19-shot
23,"Materials Sector Weekly Round-up: Hudson, Livent top list after strong Q1; Iamgold drops on capex pressure",-1,,,,,2022-05-07T09:07:47-04:00,https://seekingalpha.com/news/3834715-materials-sector-weekly-round-up-hudson-livent-top-list-after-strong-q1-iamgold-drops-on-capex-pressure
24,"Icahn reaches deal with Southwest Gas to oust CEO, add up to four directors",0,SWX,Utilities,Utilities—Regulated Gas,0.34341008431983955,2022-05-06T21:44:16-04:00,https://seekingalpha.com/news/3834701-icahn-reaches-deal-with-southwest-to-oust-ceo-add-up-to-four-directors
25,Starbucks hit with government labor complaint alleging 200 violations,-1,SBUX,Consumer Cyclical,Restaurants,-1.239038038556406,2022-05-06T19:08:30-04:00,https://seekingalpha.com/news/3834699-starbucks-hit-with-government-labor-complaint-alleging-200-violations
26,Enterprise Financial Services announces stock buyback program,0,EFSC,Financial Services,Banks—Regional,-1.0810886045889423,2022-05-06T17:53:25-04:00,https://seekingalpha.com/news/3834691-enterprise-financial-services-announces-stock-buyback-program
27,"RGNX, FATE and ALVR are among after hours",0,,,,,2022-05-06T17:50:34-04:00,https://seekingalpha.com/news/3834694-rgnx-fate-and-alvr-are-among-after-hours
28,"Hot Stocks: Packaged food stocks rise; UAA, FUBO fall on earnings; NRG, UNM advance",1,UAA,Consumer Cyclical,Apparel Manufacturing,-23.79285953538509,2022-05-06T17:44:33-04:00,https://seekingalpha.com/news/3834690-hot-stocks-packaged-food-stocks-rise-uaa-fubo-fall-on-earnings-nrg-unm-advance
29,Cogent Biosciences files for $300M mixed shelf offering,0,COGT,Healthcare,Biotechnology,-3.6927621965190283,2022-05-06T17:41:25-04:00,https://seekingalpha.com/news/3834689-cogent-biosciences-files-for-300m-mixed-shelf-offering
30,"Viatris files for mixed shelf offering, size not disclosed",0,VTRS,Healthcare,Drug Manufacturers—Specialty & Generic,-0.9950286524563201,2022-05-06T17:38:21-04:00,https://seekingalpha.com/news/3834686-viatris-files-for-mixed-shelf-offering-size-not-disclosed
31,Allakos announces $250M shelf offering,-1,ALLK,Healthcare,Biotechnology,-3.954798530910497,2022-05-06T17:36:03-04:00,https://seekingalpha.com/news/3834687-allakos-announces-250m-shelf-offering
32,"Loma Negra net income of $41M, revenue of $171M misses by $1.61M",1,LOMA,Basic Materials,Building Materials,-1.7699097866309854,2022-05-06T17:35:21-04:00,https://seekingalpha.com/news/3834685-loma-negra-net-income-of-41m-revenue-of-171m-misses-by-161m
33,Judge dismisses Trump's suit fighting Twitter ban,-1,TWTR,Communication Services,Internet Content & Information,-1.1119963592214677,2022-05-06T17:29:30-04:00,https://seekingalpha.com/news/3834684-judge-dismisses-trumps-suit-fighting-twitter-ban
34,"Raytheon, Lockheed Martin inks $238M contract for US Army",1,"LMT, RTX",Industrials,Aerospace & Defense,1.4171271275621011,2022-05-06T17:17:52-04:00,https://seekingalpha.com/news/3834682-raytheonlockheed-martin-inks-238m-contract-for-us-army
35,Piper Sandler announces $150M stock buyback program,0,PIPR,Financial Services,Capital Markets,0.2791056378486978,2022-05-06T17:16:33-04:00,https://seekingalpha.com/news/3834681-piper-sandler-announces-150m-stock-buyback-program
36,Curaleaf to open three new cannabis dispensaries in Florida,0,CURLF,Healthcare,Drug Manufacturers—Specialty & Generic,8.218184384432714,2022-05-06T17:13:37-04:00,https://seekingalpha.com/news/3834680-curaleaf-to-open-three-new-cannabis-dispensaries-in-florida
37,Brookfield to acquire Watermark Lodging Trust for $3.8B,0,WRMK,Real Estate,REIT—Hotel & Motel,0.0,2022-05-06T17:08:41-04:00,https://seekingalpha.com/news/3834679-brookfield-to-acquire-watermark-lodging-trust-for-38b
38,Kiniksa Pharmaceuticals files for $400M mixed shelf offering,0,KNSA,Healthcare,Biotechnology,-5.495682003044977,2022-05-06T16:55:57-04:00,https://seekingalpha.com/news/3834673-kiniksa-pharmaceuticals-files-for-400m-mixed-shelf-offering
39,Shift4 Payments falls as price target lowered to $65 at Citi,-1,,,,,2022-05-06T16:50:58-04:00,https://seekingalpha.com/news/3834670-shift4-payments-falls-as-price-target-lowered-to-65-at-citi
